epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,356.846,1.47215,1.35548,1.13176,0.76081,0.75,0.73299,0.35056,1.79754,2.12348,1.04182,0.000415975,0.000415975,0.000415975
19,374.867,1.38569,1.30372,1.14455,0.74766,0.75,0.73596,0.3515,1.87367,2.10706,1.06412,0.00043451,0.00043451,0.00043451
20,392.449,1.35152,1.18041,1.03879,0.74766,0.75,0.73596,0.3515,1.87367,2.10706,1.06412,0.00045248,0.00045248,0.00045248
21,414.11,1.11284,0.91831,0.93756,0.5932,0.71154,0.57628,0.31673,1.83346,2.19494,1.05793,0.000469884,0.000469884,0.000469884
22,435.21,1.07921,1.03561,0.99581,0.5932,0.71154,0.57628,0.31673,1.83346,2.19494,1.05793,0.000486722,0.000486722,0.000486722
23,453.504,1.3317,1.0212,0.97754,0.66269,0.55769,0.52986,0.32703,1.8456,2.11972,1.03103,0.000502994,0.000502994,0.000502994
24,470.641,1.14209,0.91109,0.98341,0.66269,0.55769,0.52986,0.32703,1.8456,2.11972,1.03103,0.0005187,0.0005187,0.0005187
25,488.164,1.19,1.0501,1.04092,0.62612,0.67308,0.64416,0.35603,1.73338,2.02375,1.02031,0.00053384,0.00053384,0.00053384
26,505.75,1.13656,0.98631,0.96302,0.62612,0.67308,0.64416,0.35603,1.73338,2.02375,1.02031,0.000548414,0.000548414,0.000548414
27,526.577,1.09083,0.83208,0.99913,0.62612,0.67308,0.64416,0.35603,1.73338,2.02375,1.02031,0.000562423,0.000562423,0.000562423
28,545.748,1.19722,0.92434,0.99745,0.64499,0.59615,0.67116,0.38527,1.75707,1.90388,1.02995,0.000575866,0.000575866,0.000575866
29,573.763,1.0295,0.79274,0.96364,0.64499,0.59615,0.67116,0.38527,1.75707,1.90388,1.02995,0.000588742,0.000588742,0.000588742
30,597.129,1.25959,0.90576,0.99893,0.72241,0.69699,0.73266,0.41503,1.81078,1.58216,1.04978,0.000601053,0.000601053,0.000601053
31,616.03,1.33379,0.96561,0.97699,0.72241,0.69699,0.73266,0.41503,1.81078,1.58216,1.04978,0.000612798,0.000612798,0.000612798
32,634.129,1.11041,0.86199,0.97173,0.72241,0.69699,0.73266,0.41503,1.81078,1.58216,1.04978,0.000623977,0.000623977,0.000623977
33,651.7,1.29996,1.01496,0.96199,0.73732,0.69697,0.7402,0.37063,1.89014,1.73288,1.03206,0.00063459,0.00063459,0.00063459
34,668.876,1.1576,0.86522,0.99166,0.73732,0.69697,0.7402,0.37063,1.89014,1.73288,1.03206,0.000644638,0.000644638,0.000644638
35,688.907,1.32265,0.87647,0.96732,0.73732,0.69697,0.7402,0.37063,1.89014,1.73288,1.03206,0.000654119,0.000654119,0.000654119
36,707.646,1.17992,0.90703,1.00961,0.82148,0.69691,0.78676,0.43576,1.72347,1.37383,0.99757,0.000663035,0.000663035,0.000663035
37,725.433,1.24262,0.80315,1.01683,0.82148,0.69691,0.78676,0.43576,1.72347,1.37383,0.99757,0.000671384,0.000671384,0.000671384
38,742.969,1.22887,0.75826,0.93025,0.82148,0.69691,0.78676,0.43576,1.72347,1.37383,0.99757,0.000679168,0.000679168,0.000679168
39,760.912,1.3044,0.83948,1.07438,0.65217,0.7354,0.74208,0.40433,1.70037,1.3654,1.00416,0.000686386,0.000686386,0.000686386
40,778.346,1.21873,0.84668,0.95781,0.65217,0.7354,0.74208,0.40433,1.70037,1.3654,1.00416,0.000693038,0.000693038,0.000693038
41,796.58,1.33349,1.06109,1.07417,0.65217,0.7354,0.74208,0.40433,1.70037,1.3654,1.00416,0.000699124,0.000699124,0.000699124
42,818.219,1.07884,0.80018,0.96632,0.47562,0.70631,0.53812,0.23042,1.89342,1.7607,1.05879,0.000704644,0.000704644,0.000704644
43,841.685,1.32004,0.95386,0.96661,0.47562,0.70631,0.53812,0.23042,1.89342,1.7607,1.05879,0.000709599,0.000709599,0.000709599
44,863.587,1.18756,0.87899,0.99975,0.47562,0.70631,0.53812,0.23042,1.89342,1.7607,1.05879,0.000713987,0.000713987,0.000713987
45,882.342,1.39209,0.89364,1.04233,0.47562,0.70631,0.53812,0.23042,1.89342,1.7607,1.05879,0.00071781,0.00071781,0.00071781
46,900.387,1.0836,0.88425,0.98503,0.53133,0.55769,0.58787,0.32542,2.07869,1.52954,1.16257,0.000721066,0.000721066,0.000721066
47,916.525,1.17161,0.90214,1.01357,0.53133,0.55769,0.58787,0.32542,2.07869,1.52954,1.16257,0.000723757,0.000723757,0.000723757
48,932.028,1.22516,0.82505,0.9147,0.53133,0.55769,0.58787,0.32542,2.07869,1.52954,1.16257,0.000725882,0.000725882,0.000725882
49,948.268,1.11028,0.89329,0.96093,0.53133,0.55769,0.58787,0.32542,2.07869,1.52954,1.16257,0.000727441,0.000727441,0.000727441
50,964.566,0.9875,0.81755,0.905,0.56009,0.60353,0.58867,0.34109,2.05809,1.39402,1.14321,0.000728434,0.000728434,0.000728434
51,980.413,1.06419,0.73461,0.95286,0.56009,0.60353,0.58867,0.34109,2.05809,1.39402,1.14321,0.000721645,0.000721645,0.000721645
52,996.204,1.15045,0.90228,0.96342,0.56009,0.60353,0.58867,0.34109,2.05809,1.39402,1.14321,0.000707498,0.000707498,0.000707498
53,1012.09,1.0918,0.76861,0.94183,0.56009,0.60353,0.58867,0.34109,2.05809,1.39402,1.14321,0.000693351,0.000693351,0.000693351
54,1028.76,1.0893,0.76447,0.91608,0.66235,0.56106,0.69021,0.39735,1.96063,1.37725,1.08157,0.000679204,0.000679204,0.000679204
55,1046,1.21159,0.84988,0.99527,0.66235,0.56106,0.69021,0.39735,1.96063,1.37725,1.08157,0.000665057,0.000665057,0.000665057
56,1061.79,1.23671,0.89341,1.01628,0.66235,0.56106,0.69021,0.39735,1.96063,1.37725,1.08157,0.000650909,0.000650909,0.000650909
57,1077.38,1.07239,0.81635,0.97894,0.66235,0.56106,0.69021,0.39735,1.96063,1.37725,1.08157,0.000636762,0.000636762,0.000636762
58,1093.13,1.12385,0.89312,1.00483,0.67678,0.71154,0.72345,0.36256,1.9757,1.17627,1.08419,0.000622615,0.000622615,0.000622615
59,1109.06,1.22958,0.8387,0.99111,0.67678,0.71154,0.72345,0.36256,1.9757,1.17627,1.08419,0.000608468,0.000608468,0.000608468
60,1124.91,1.16827,0.72819,0.94214,0.67678,0.71154,0.72345,0.36256,1.9757,1.17627,1.08419,0.000594321,0.000594321,0.000594321
61,1141.04,1.1769,0.85081,0.94959,0.67678,0.71154,0.72345,0.36256,1.9757,1.17627,1.08419,0.000580174,0.000580174,0.000580174
62,1157.95,1.03757,0.70469,0.93142,0.91209,0.67308,0.7955,0.38279,2.06079,1.09321,1.09727,0.000566027,0.000566027,0.000566027
63,1174.09,1.01858,0.72736,0.88556,0.91209,0.67308,0.7955,0.38279,2.06079,1.09321,1.09727,0.00055188,0.00055188,0.00055188
64,1190.28,1.03091,0.7032,0.94632,0.91209,0.67308,0.7955,0.38279,2.06079,1.09321,1.09727,0.000537733,0.000537733,0.000537733
65,1207.51,0.94799,0.67014,0.89553,0.91209,0.67308,0.7955,0.38279,2.06079,1.09321,1.09727,0.000523586,0.000523586,0.000523586
66,1223.74,1.00928,0.75298,0.94719,0.90394,0.67308,0.79655,0.37859,2.03976,1.0953,1.11148,0.000509438,0.000509438,0.000509438
67,1238.91,0.90005,0.75542,0.94632,0.90394,0.67308,0.79655,0.37859,2.03976,1.0953,1.11148,0.000495291,0.000495291,0.000495291
68,1257.07,0.9404,0.63726,0.86436,0.90394,0.67308,0.79655,0.37859,2.03976,1.0953,1.11148,0.000481144,0.000481144,0.000481144
69,1272.92,0.97282,0.69609,0.89803,0.90394,0.67308,0.79655,0.37859,2.03976,1.0953,1.11148,0.000466997,0.000466997,0.000466997
70,1288.89,1.05978,0.7534,0.94931,0.83523,0.67308,0.80658,0.35811,2.07655,1.21345,1.12345,0.00045285,0.00045285,0.00045285
71,1306.26,0.94042,0.66236,0.96034,0.83523,0.67308,0.80658,0.35811,2.07655,1.21345,1.12345,0.000438703,0.000438703,0.000438703
72,1322.07,1.00385,0.64677,0.91429,0.83523,0.67308,0.80658,0.35811,2.07655,1.21345,1.12345,0.000424556,0.000424556,0.000424556
73,1338.71,0.96264,0.70302,0.88586,0.83523,0.67308,0.80658,0.35811,2.07655,1.21345,1.12345,0.000410409,0.000410409,0.000410409
74,1355.25,1.07963,0.69003,0.97844,0.75772,0.66062,0.70621,0.37938,1.95196,1.22436,1.10028,0.000396262,0.000396262,0.000396262
75,1370.92,0.97524,0.72413,0.93824,0.75772,0.66062,0.70621,0.37938,1.95196,1.22436,1.10028,0.000382115,0.000382115,0.000382115
76,1386.8,0.94145,0.60584,0.8949,0.75772,0.66062,0.70621,0.37938,1.95196,1.22436,1.10028,0.000367967,0.000367967,0.000367967
77,1402.68,1.10278,0.64268,0.91762,0.75772,0.66062,0.70621,0.37938,1.95196,1.22436,1.10028,0.00035382,0.00035382,0.00035382
78,1418.74,0.95331,0.64638,0.91704,0.85718,0.71154,0.78528,0.38485,1.92633,1.16489,1.1044,0.000339673,0.000339673,0.000339673
79,1435.23,1.0616,0.70109,0.92935,0.85718,0.71154,0.78528,0.38485,1.92633,1.16489,1.1044,0.000325526,0.000325526,0.000325526
80,1450.88,1.01341,0.66439,0.90863,0.85718,0.71154,0.78528,0.38485,1.92633,1.16489,1.1044,0.000311379,0.000311379,0.000311379
81,1467.28,1.08687,0.65472,0.91496,0.85718,0.71154,0.78528,0.38485,1.92633,1.16489,1.1044,0.000297232,0.000297232,0.000297232
82,1483.86,0.89497,0.62593,0.90088,0.85263,0.67308,0.73039,0.34473,2.04591,1.16335,1.1024,0.000283085,0.000283085,0.000283085
83,1500.01,0.80634,0.63104,0.91531,0.85263,0.67308,0.73039,0.34473,2.04591,1.16335,1.1024,0.000268938,0.000268938,0.000268938
84,1516.49,0.93251,0.64195,0.89936,0.85263,0.67308,0.73039,0.34473,2.04591,1.16335,1.1024,0.000254791,0.000254791,0.000254791
85,1532.13,0.94196,0.60843,0.93581,0.85263,0.67308,0.73039,0.34473,2.04591,1.16335,1.1024,0.000240644,0.000240644,0.000240644
86,1547.91,1.04155,0.6404,0.89527,0.86829,0.67308,0.74298,0.3526,2.0162,1.0756,1.07656,0.000226497,0.000226497,0.000226497
87,1563.37,0.89067,0.63396,0.85467,0.86829,0.67308,0.74298,0.3526,2.0162,1.0756,1.07656,0.000212349,0.000212349,0.000212349
88,1579.04,0.98263,0.59986,0.90215,0.86829,0.67308,0.74298,0.3526,2.0162,1.0756,1.07656,0.000198202,0.000198202,0.000198202
89,1594.89,0.88454,0.55616,0.88371,0.86829,0.67308,0.74298,0.3526,2.0162,1.0756,1.07656,0.000184055,0.000184055,0.000184055
90,1611.12,1.09382,0.62537,0.97225,0.87511,0.67998,0.75131,0.39558,1.91269,0.99304,1.05716,0.000169908,0.000169908,0.000169908
91,1627.6,0.98281,0.7074,0.83762,0.87511,0.67998,0.75131,0.39558,1.91269,0.99304,1.05716,0.000155761,0.000155761,0.000155761
92,1643.46,1.11177,0.66629,0.94133,0.87511,0.67998,0.75131,0.39558,1.91269,0.99304,1.05716,0.000141614,0.000141614,0.000141614
93,1659.02,1.06166,0.65074,0.87192,0.87511,0.67998,0.75131,0.39558,1.91269,0.99304,1.05716,0.000127467,0.000127467,0.000127467
94,1674.84,0.95162,0.6131,0.8651,0.86985,0.68099,0.74155,0.39455,1.80295,0.95613,1.04913,0.00011332,0.00011332,0.00011332
95,1690.24,0.91019,0.62761,0.86417,0.86985,0.68099,0.74155,0.39455,1.80295,0.95613,1.04913,9.91726e-05,9.91726e-05,9.91726e-05
96,1705.82,0.96445,0.65412,0.90731,0.86985,0.68099,0.74155,0.39455,1.80295,0.95613,1.04913,8.50255e-05,8.50255e-05,8.50255e-05
97,1720.95,1.12545,0.62014,0.95472,0.86985,0.68099,0.74155,0.39455,1.80295,0.95613,1.04913,7.08784e-05,7.08784e-05,7.08784e-05
98,1736.45,0.93124,0.61058,0.85771,0.8548,0.68659,0.74155,0.39449,1.7633,0.95293,1.04589,5.67313e-05,5.67313e-05,5.67313e-05
99,1753.3,0.92062,0.62441,0.88239,0.8548,0.68659,0.74155,0.39449,1.7633,0.95293,1.04589,4.25842e-05,4.25842e-05,4.25842e-05
100,1774.28,0.96251,0.64272,0.85931,0.8548,0.68659,0.74155,0.39449,1.7633,0.95293,1.04589,2.84371e-05,2.84371e-05,2.84371e-05
