epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,161.411,1.52387,1.45792,1.09315,0.81701,0.59271,0.73671,0.41456,1.69339,2.03051,1.01306,0.000314809,0.000314809,0.000314809
14,174.889,1.31753,1.38567,1.00248,0.94722,0.59615,0.8814,0.47358,1.69165,1.93679,1.01481,0.000336174,0.000336174,0.000336174
15,187.476,1.35577,1.3973,1.0148,0.94722,0.59615,0.8814,0.47358,1.69165,1.93679,1.01481,0.000356973,0.000356973,0.000356973
16,200.15,1.2844,1.30395,0.99987,0.8552,0.67032,0.86036,0.48078,1.69502,1.86839,1.01445,0.000377206,0.000377206,0.000377206
17,212.73,1.13841,1.25325,0.93812,0.73784,0.96045,0.86344,0.4632,1.74529,1.91729,1.01962,0.000396873,0.000396873,0.000396873
18,224.731,1.48077,1.46838,1.08012,0.73784,0.96045,0.86344,0.4632,1.74529,1.91729,1.01962,0.000415975,0.000415975,0.000415975
19,237.292,1.41849,1.48141,1.09977,0.67777,0.6668,0.81896,0.44634,1.8223,1.97733,1.01718,0.00043451,0.00043451,0.00043451
20,250.197,1.25562,1.1804,0.95565,0.67777,0.6668,0.81896,0.44634,1.8223,1.97733,1.01718,0.00045248,0.00045248,0.00045248
21,263.284,1.08905,1.05495,0.9171,0.71733,0.90078,0.8726,0.50529,1.81943,1.80212,1.00899,0.000469884,0.000469884,0.000469884
22,275.591,1.16504,1.06822,0.9671,0.71733,0.90078,0.8726,0.50529,1.81943,1.80212,1.00899,0.000486722,0.000486722,0.000486722
23,288.941,1.30599,1.04804,0.94483,0.64815,0.6254,0.7276,0.38969,1.69332,1.69994,0.97937,0.000502994,0.000502994,0.000502994
24,301.134,1.1083,1.00605,0.94365,0.64815,0.6254,0.7276,0.38969,1.69332,1.69994,0.97937,0.0005187,0.0005187,0.0005187
25,313.557,1.21882,1.18887,1.00158,0.58506,0.63462,0.64569,0.31397,1.73753,1.69073,0.98115,0.00053384,0.00053384,0.00053384
26,326.323,1.14775,0.9149,0.96867,0.58506,0.63462,0.64569,0.31397,1.73753,1.69073,0.98115,0.000548414,0.000548414,0.000548414
27,338.736,1.13788,0.88988,0.97375,0.58506,0.63462,0.64569,0.31397,1.73753,1.69073,0.98115,0.000562423,0.000562423,0.000562423
28,350.631,1.193,0.9719,0.95006,0.73412,0.64559,0.84028,0.47206,1.70169,1.46774,0.98398,0.000575866,0.000575866,0.000575866
29,362.475,1.13141,0.919,0.95371,0.73412,0.64559,0.84028,0.47206,1.70169,1.46774,0.98398,0.000588742,0.000588742,0.000588742
30,373.634,1.24088,0.96397,0.9542,0.667,0.59615,0.79301,0.42113,1.57703,1.54922,0.97664,0.000601053,0.000601053,0.000601053
31,385.46,1.27225,1.03549,0.9458,0.667,0.59615,0.79301,0.42113,1.57703,1.54922,0.97664,0.000612798,0.000612798,0.000612798
32,396.787,1.10213,0.87756,0.95166,0.667,0.59615,0.79301,0.42113,1.57703,1.54922,0.97664,0.000623977,0.000623977,0.000623977
33,407.951,1.37179,1.06951,0.95873,0.65578,0.63007,0.71642,0.40012,1.58785,1.46894,0.97625,0.00063459,0.00063459,0.00063459
34,419.669,1.09331,0.93819,0.92773,0.65578,0.63007,0.71642,0.40012,1.58785,1.46894,0.97625,0.000644638,0.000644638,0.000644638
35,431.124,1.35929,0.98793,0.92577,0.65578,0.63007,0.71642,0.40012,1.58785,1.46894,0.97625,0.000654119,0.000654119,0.000654119
36,443.725,1.19044,0.9662,0.97179,0.59994,0.69284,0.66605,0.37128,1.61774,1.44558,0.97419,0.000663035,0.000663035,0.000663035
37,456.203,1.17833,0.836,1.00414,0.59994,0.69284,0.66605,0.37128,1.61774,1.44558,0.97419,0.000671384,0.000671384,0.000671384
38,470.265,1.211,0.85716,0.90877,0.59994,0.69284,0.66605,0.37128,1.61774,1.44558,0.97419,0.000679168,0.000679168,0.000679168
39,484.067,1.28097,0.83181,1.00853,0.61666,0.91464,0.86221,0.50044,1.53626,1.23952,0.96906,0.000686386,0.000686386,0.000686386
40,496.75,1.25503,0.86541,0.93665,0.61666,0.91464,0.86221,0.50044,1.53626,1.23952,0.96906,0.000693038,0.000693038,0.000693038
41,509.09,1.33728,1.01182,1.05508,0.61666,0.91464,0.86221,0.50044,1.53626,1.23952,0.96906,0.000699124,0.000699124,0.000699124
42,521.593,1.00273,0.78225,0.94828,0.62311,0.92012,0.86049,0.52683,1.5188,1.19708,0.97701,0.000704644,0.000704644,0.000704644
43,534.099,1.30066,0.86797,0.95543,0.62311,0.92012,0.86049,0.52683,1.5188,1.19708,0.97701,0.000709599,0.000709599,0.000709599
44,546.512,1.14526,0.80087,0.98363,0.62311,0.92012,0.86049,0.52683,1.5188,1.19708,0.97701,0.000713987,0.000713987,0.000713987
45,558.953,1.33406,0.83721,1.04418,0.62311,0.92012,0.86049,0.52683,1.5188,1.19708,0.97701,0.00071781,0.00071781,0.00071781
46,571.32,0.98689,0.74383,0.94925,0.62976,0.68633,0.75961,0.4465,1.58464,1.28323,0.98014,0.000721066,0.000721066,0.000721066
47,583.651,1.14573,0.86985,0.99078,0.62976,0.68633,0.75961,0.4465,1.58464,1.28323,0.98014,0.000723757,0.000723757,0.000723757
48,596.353,1.15835,0.7909,0.90001,0.62976,0.68633,0.75961,0.4465,1.58464,1.28323,0.98014,0.000725882,0.000725882,0.000725882
49,608.633,1.0106,0.76513,0.90611,0.62976,0.68633,0.75961,0.4465,1.58464,1.28323,0.98014,0.000727441,0.000727441,0.000727441
50,621.392,0.87609,0.73153,0.86626,0.56638,0.67729,0.70492,0.36503,1.64141,1.21851,0.98536,0.000728434,0.000728434,0.000728434
51,633.976,1.03178,0.70549,0.94713,0.56638,0.67729,0.70492,0.36503,1.64141,1.21851,0.98536,0.000721645,0.000721645,0.000721645
52,646.783,1.19271,0.9586,0.94387,0.56638,0.67729,0.70492,0.36503,1.64141,1.21851,0.98536,0.000707498,0.000707498,0.000707498
53,660.943,1.11589,0.75854,0.92028,0.56638,0.67729,0.70492,0.36503,1.64141,1.21851,0.98536,0.000693351,0.000693351,0.000693351
54,678.306,1.06734,0.74942,0.91801,0.82659,0.48077,0.66779,0.3941,1.57968,1.21077,0.98179,0.000679204,0.000679204,0.000679204
55,692.294,1.16166,0.75876,0.93208,0.82659,0.48077,0.66779,0.3941,1.57968,1.21077,0.98179,0.000665057,0.000665057,0.000665057
56,706.653,1.19055,0.78338,0.94829,0.82659,0.48077,0.66779,0.3941,1.57968,1.21077,0.98179,0.000650909,0.000650909,0.000650909
57,719.83,1.12999,0.71006,0.97456,0.82659,0.48077,0.66779,0.3941,1.57968,1.21077,0.98179,0.000636762,0.000636762,0.000636762
58,734.866,1.12756,0.77523,0.98317,0.68353,0.67237,0.74104,0.43227,1.65367,1.19536,1.0007,0.000622615,0.000622615,0.000622615
59,748.863,1.05518,0.804,0.93438,0.68353,0.67237,0.74104,0.43227,1.65367,1.19536,1.0007,0.000608468,0.000608468,0.000608468
60,762.388,1.09872,0.7165,0.90154,0.68353,0.67237,0.74104,0.43227,1.65367,1.19536,1.0007,0.000594321,0.000594321,0.000594321
61,775.955,1.11513,0.79301,0.90977,0.68353,0.67237,0.74104,0.43227,1.65367,1.19536,1.0007,0.000580174,0.000580174,0.000580174
62,789.632,0.989,0.69905,0.92026,0.86368,0.67308,0.79878,0.43941,1.68209,1.11121,1.00544,0.000566027,0.000566027,0.000566027
63,803.187,0.97641,0.69839,0.88197,0.86368,0.67308,0.79878,0.43941,1.68209,1.11121,1.00544,0.00055188,0.00055188,0.00055188
64,816.877,0.99264,0.67903,0.91345,0.86368,0.67308,0.79878,0.43941,1.68209,1.11121,1.00544,0.000537733,0.000537733,0.000537733
65,829.84,0.93713,0.60991,0.88922,0.86368,0.67308,0.79878,0.43941,1.68209,1.11121,1.00544,0.000523586,0.000523586,0.000523586
66,843.087,1.01216,0.67747,0.91703,0.78767,0.66152,0.7917,0.46735,1.76697,1.05437,1.00208,0.000509438,0.000509438,0.000509438
67,857.311,0.91073,0.63352,0.92098,0.78767,0.66152,0.7917,0.46735,1.76697,1.05437,1.00208,0.000495291,0.000495291,0.000495291
68,871.647,0.91304,0.58926,0.85327,0.78767,0.66152,0.7917,0.46735,1.76697,1.05437,1.00208,0.000481144,0.000481144,0.000481144
69,886.079,0.92773,0.63227,0.89016,0.78767,0.66152,0.7917,0.46735,1.76697,1.05437,1.00208,0.000466997,0.000466997,0.000466997
70,900.137,1.02391,0.66867,0.92976,0.66663,0.61714,0.7314,0.45493,1.7658,1.041,1.0002,0.00045285,0.00045285,0.00045285
71,913.479,0.84264,0.60577,0.92434,0.66663,0.61714,0.7314,0.45493,1.7658,1.041,1.0002,0.000438703,0.000438703,0.000438703
72,926.597,0.88389,0.63297,0.8776,0.66663,0.61714,0.7314,0.45493,1.7658,1.041,1.0002,0.000424556,0.000424556,0.000424556
73,939.392,0.94864,0.64279,0.8787,0.66663,0.61714,0.7314,0.45493,1.7658,1.041,1.0002,0.000410409,0.000410409,0.000410409
74,951.502,0.97862,0.67293,0.95371,0.50651,0.86603,0.70805,0.4561,1.75734,1.01697,1.03135,0.000396262,0.000396262,0.000396262
75,963.363,0.91119,0.74896,0.94942,0.50651,0.86603,0.70805,0.4561,1.75734,1.01697,1.03135,0.000382115,0.000382115,0.000382115
76,975.343,0.92347,0.6058,0.89555,0.50651,0.86603,0.70805,0.4561,1.75734,1.01697,1.03135,0.000367967,0.000367967,0.000367967
77,987.277,0.96001,0.61857,0.87432,0.50651,0.86603,0.70805,0.4561,1.75734,1.01697,1.03135,0.00035382,0.00035382,0.00035382
78,999.464,0.97649,0.63438,0.91818,0.5189,0.86737,0.71171,0.43542,1.75407,0.97465,1.0249,0.000339673,0.000339673,0.000339673
79,1012.3,0.96398,0.65801,0.90149,0.5189,0.86737,0.71171,0.43542,1.75407,0.97465,1.0249,0.000325526,0.000325526,0.000325526
80,1025.16,0.9595,0.64069,0.8963,0.5189,0.86737,0.71171,0.43542,1.75407,0.97465,1.0249,0.000311379,0.000311379,0.000311379
81,1037.49,0.98496,0.62999,0.89165,0.5189,0.86737,0.71171,0.43542,1.75407,0.97465,1.0249,0.000297232,0.000297232,0.000297232
82,1049.64,0.86455,0.62243,0.87994,0.65377,0.65814,0.71306,0.43209,1.81301,0.97365,1.02624,0.000283085,0.000283085,0.000283085
83,1065.21,0.7567,0.62462,0.90091,0.65377,0.65814,0.71306,0.43209,1.81301,0.97365,1.02624,0.000268938,0.000268938,0.000268938
84,1080.96,0.946,0.66406,0.88299,0.65377,0.65814,0.71306,0.43209,1.81301,0.97365,1.02624,0.000254791,0.000254791,0.000254791
85,1094.59,0.95587,0.60326,0.95167,0.65377,0.65814,0.71306,0.43209,1.81301,0.97365,1.02624,0.000240644,0.000240644,0.000240644
86,1108.36,1.02541,0.59081,0.89896,0.68821,0.65728,0.74471,0.40617,1.79065,0.96412,1.0297,0.000226497,0.000226497,0.000226497
87,1121.2,0.95005,0.6472,0.84776,0.68821,0.65728,0.74471,0.40617,1.79065,0.96412,1.0297,0.000212349,0.000212349,0.000212349
88,1134.3,0.91031,0.59758,0.89013,0.68821,0.65728,0.74471,0.40617,1.79065,0.96412,1.0297,0.000198202,0.000198202,0.000198202
89,1147.83,0.93026,0.63501,0.90214,0.68821,0.65728,0.74471,0.40617,1.79065,0.96412,1.0297,0.000184055,0.000184055,0.000184055
90,1162.08,1.06334,0.62028,0.96792,0.71824,0.65726,0.74505,0.41471,1.73182,0.93358,1.03013,0.000169908,0.000169908,0.000169908
91,1176.12,0.9273,0.65674,0.82229,0.71824,0.65726,0.74505,0.41471,1.73182,0.93358,1.03013,0.000155761,0.000155761,0.000155761
92,1187.76,1.05328,0.60213,0.91708,0.71824,0.65726,0.74505,0.41471,1.73182,0.93358,1.03013,0.000141614,0.000141614,0.000141614
93,1198.68,1.00369,0.64105,0.86542,0.71824,0.65726,0.74505,0.41471,1.73182,0.93358,1.03013,0.000127467,0.000127467,0.000127467
94,1210.21,0.92415,0.61881,0.84378,0.71935,0.65811,0.74674,0.43521,1.70965,0.90269,1.0343,0.00011332,0.00011332,0.00011332
95,1221.78,0.85713,0.61996,0.8524,0.71935,0.65811,0.74674,0.43521,1.70965,0.90269,1.0343,9.91726e-05,9.91726e-05,9.91726e-05
96,1233.98,0.94663,0.63718,0.89859,0.71935,0.65811,0.74674,0.43521,1.70965,0.90269,1.0343,8.50255e-05,8.50255e-05,8.50255e-05
97,1246.2,0.97667,0.60673,0.92448,0.71935,0.65811,0.74674,0.43521,1.70965,0.90269,1.0343,7.08784e-05,7.08784e-05,7.08784e-05
98,1259.22,0.87377,0.61617,0.85105,0.7464,0.69188,0.80697,0.45268,1.70308,0.86928,1.02883,5.67313e-05,5.67313e-05,5.67313e-05
99,1270.63,0.89067,0.60862,0.86794,0.7464,0.69188,0.80697,0.45268,1.70308,0.86928,1.02883,4.25842e-05,4.25842e-05,4.25842e-05
100,1282.25,0.88126,0.62085,0.84284,0.7464,0.69188,0.80697,0.45268,1.70308,0.86928,1.02883,2.84371e-05,2.84371e-05,2.84371e-05
