epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,95.7091,1.7627,2.68862,1.09004,0.01106,0.53846,0.30329,0.16322,1.95684,4.18316,0.99873,0.000215673,0.000215673,0.000215673
19,100.573,1.48448,2.72213,1.0707,0.01044,0.53846,0.3032,0.16315,1.95436,4.20147,1.00786,0.000226662,0.000226662,0.000226662
20,105.452,1.44633,2.60343,0.97844,0.01044,0.53846,0.3032,0.16315,1.95436,4.20147,1.00786,0.000237463,0.000237463,0.000237463
21,111.291,1.37905,2.36042,0.94929,0.01611,0.57692,0.32022,0.16828,1.95079,4.19202,1.01058,0.000248074,0.000248074,0.000248074
22,117.485,1.31984,2.38973,1.01243,0.01611,0.57692,0.32022,0.16828,1.95079,4.19202,1.01058,0.000258498,0.000258498,0.000258498
23,124.444,1.46827,2.25951,0.97235,0.02037,0.61538,0.31793,0.19065,1.98996,4.12882,1.01087,0.000268732,0.000268732,0.000268732
24,131.633,1.32487,2.11101,1.00753,0.02037,0.61538,0.31793,0.19065,1.98996,4.12882,1.01087,0.000278778,0.000278778,0.000278778
25,138.231,1.37924,2.33723,1.03157,0.02158,0.61538,0.31791,0.21953,1.98809,4.0471,1.01242,0.000288635,0.000288635,0.000288635
26,143.837,1.31515,2.08763,0.97186,0.02158,0.61538,0.31791,0.21953,1.98809,4.0471,1.01242,0.000298304,0.000298304,0.000298304
27,149.41,1.33114,1.92007,1.00249,0.0147,0.57692,0.31901,0.21967,1.98509,4.05181,1.01135,0.000307784,0.000307784,0.000307784
28,155.028,1.45283,2.05441,0.99082,0.0147,0.57692,0.31901,0.21967,1.98509,4.05181,1.01135,0.000317075,0.000317075,0.000317075
29,160.803,1.30642,1.83639,0.95384,0.01477,0.57692,0.31919,0.21913,1.93052,3.97927,1.00322,0.000326178,0.000326178,0.000326178
30,166.707,1.40929,1.79345,0.96438,0.01477,0.57692,0.31919,0.21913,1.93052,3.97927,1.00322,0.000335092,0.000335092,0.000335092
31,172.42,1.48158,1.97117,1.0111,0.00688,0.28846,0.25204,0.22469,1.90415,3.90725,1.04104,0.000343817,0.000343817,0.000343817
32,178.21,1.29919,1.71925,0.98609,0.00688,0.28846,0.25204,0.22469,1.90415,3.90725,1.04104,0.000352354,0.000352354,0.000352354
33,183.966,1.63674,1.96369,1.00143,0.0067,0.28846,0.25173,0.22418,1.75409,3.88758,1.03141,0.000360702,0.000360702,0.000360702
34,189.394,1.31012,1.88286,0.95603,0.0067,0.28846,0.25173,0.22418,1.75409,3.88758,1.03141,0.000368862,0.000368862,0.000368862
35,195.166,1.58897,1.86634,0.97443,0.0067,0.28846,0.25173,0.1994,1.73888,3.84927,1.02806,0.000376833,0.000376833,0.000376833
36,200.579,1.43384,1.83161,1.03498,0.0067,0.28846,0.25173,0.1994,1.73888,3.84927,1.02806,0.000384615,0.000384615,0.000384615
37,206.098,1.42968,1.64559,1.04825,0.00815,0.53846,0.26305,0.19974,1.85635,3.8532,1.04052,0.000392209,0.000392209,0.000392209
38,211.681,1.47104,1.70802,0.9616,0.00815,0.53846,0.26305,0.19974,1.85635,3.8532,1.04052,0.000399614,0.000399614,0.000399614
39,217.535,1.49459,1.69579,1.04189,0.00214,0.5,0.25485,0.19963,1.82182,3.8576,1.01122,0.000406831,0.000406831,0.000406831
40,223.973,1.44764,1.66239,0.98248,0.00214,0.5,0.25485,0.19963,1.82182,3.8576,1.01122,0.000413858,0.000413858,0.000413858
41,230.6,1.55773,1.88408,1.04535,0.00225,0.5,0.33083,0.23962,1.94448,3.89029,1.01654,0.000420698,0.000420698,0.000420698
42,236.944,1.31396,1.53086,0.98409,0.00225,0.5,0.33083,0.23962,1.94448,3.89029,1.01654,0.000427348,0.000427348,0.000427348
43,243.199,1.44076,1.61801,0.96463,0.00236,0.5,0.31,0.22312,2.15712,3.84074,1.04953,0.00043381,0.00043381,0.00043381
44,249.501,1.33743,1.46748,1.01547,0.00236,0.5,0.31,0.22312,2.15712,3.84074,1.04953,0.000440083,0.000440083,0.000440083
45,255.606,1.53753,1.64186,1.069,0.0053,0.53846,0.27879,0.21646,2.20143,3.77883,1.0737,0.000446168,0.000446168,0.000446168
46,261.373,1.20032,1.48814,0.97619,0.0053,0.53846,0.27879,0.21646,2.20143,3.77883,1.0737,0.000452064,0.000452064,0.000452064
47,269.017,1.26009,1.57962,0.98446,0.00512,0.53846,0.26815,0.20814,1.99356,3.78951,1.04404,0.000457772,0.000457772,0.000457772
48,275.619,1.47488,1.50666,0.96525,0.00512,0.53846,0.26815,0.20814,1.99356,3.78951,1.04404,0.00046329,0.00046329,0.00046329
49,281.754,1.18543,1.4916,0.94683,0.00922,0.61538,0.3084,0.21275,1.96857,3.71168,1.02745,0.000468621,0.000468621,0.000468621
50,287.041,1.19563,1.47617,0.9129,0.00922,0.61538,0.3084,0.21275,1.96857,3.71168,1.02745,0.000473762,0.000473762,0.000473762
51,293.002,1.20959,1.4046,0.93604,0.00492,0.53846,0.35039,0.21979,2.00566,3.70651,1.02988,0.000478715,0.000478715,0.000478715
52,299.285,1.40764,1.66014,0.95473,0.00492,0.53846,0.35039,0.21979,2.00566,3.70651,1.02988,0.000483479,0.000483479,0.000483479
53,304.743,1.43093,1.45565,0.98895,0.00492,0.53846,0.35039,0.21979,2.00566,3.70651,1.02988,0.000488055,0.000488055,0.000488055
54,311.162,1.34063,1.45956,0.94712,0.00492,0.53846,0.33403,0.22332,1.86071,3.67241,1.01291,0.000492442,0.000492442,0.000492442
55,317.121,1.4361,1.44699,0.9656,0.00492,0.53846,0.33403,0.22332,1.86071,3.67241,1.01291,0.00049664,0.00049664,0.00049664
56,323.372,1.49072,1.57418,1.03126,0.00492,0.53846,0.33403,0.22332,1.86071,3.67241,1.01291,0.00050065,0.00050065,0.00050065
57,331.053,1.33536,1.44554,1.00976,0.00668,0.57692,0.38214,0.26229,1.68698,3.62126,0.98876,0.000504471,0.000504471,0.000504471
58,337.529,1.21038,1.35559,0.92285,0.00668,0.57692,0.38214,0.26229,1.68698,3.62126,0.98876,0.000508104,0.000508104,0.000508104
59,344.341,1.3702,1.50596,0.99709,0.00668,0.57692,0.38214,0.26229,1.68698,3.62126,0.98876,0.000511548,0.000511548,0.000511548
60,351.587,1.41812,1.49628,0.97347,0.00669,0.57692,0.51503,0.26861,1.81701,3.55221,1.02727,0.000514803,0.000514803,0.000514803
61,358.502,1.41235,1.54215,0.96657,0.00669,0.57692,0.51503,0.26861,1.81701,3.55221,1.02727,0.00051787,0.00051787,0.00051787
62,365.869,1.31356,1.37247,0.97236,0.00669,0.57692,0.51503,0.26861,1.81701,3.55221,1.02727,0.000520748,0.000520748,0.000520748
63,372.737,1.27241,1.31597,0.91702,0.00672,0.57692,0.54312,0.29765,1.87842,3.557,1.02036,0.000523437,0.000523437,0.000523437
64,379.188,1.18216,1.24344,0.93206,0.00672,0.57692,0.54312,0.29765,1.87842,3.557,1.02036,0.000525938,0.000525938,0.000525938
65,385.992,1.15224,1.25967,0.91644,0.00672,0.57692,0.54312,0.29765,1.87842,3.557,1.02036,0.00052825,0.00052825,0.00052825
66,393.499,1.21424,1.33972,0.977,0.00669,0.57692,0.54532,0.32688,1.93309,3.52429,1.00971,0.000530373,0.000530373,0.000530373
67,399.743,1.08771,1.26099,0.94233,0.00669,0.57692,0.54532,0.32688,1.93309,3.52429,1.00971,0.000532308,0.000532308,0.000532308
68,406.162,1.20181,1.30987,0.88305,0.00669,0.57692,0.54532,0.32688,1.93309,3.52429,1.00971,0.000534054,0.000534054,0.000534054
69,412.602,1.14589,1.34239,0.92444,1,0.46581,0.54315,0.3593,1.91411,3.44939,1.00528,0.000535612,0.000535612,0.000535612
70,419.057,1.30727,1.35455,0.95498,1,0.46581,0.54315,0.3593,1.91411,3.44939,1.00528,0.000536981,0.000536981,0.000536981
71,426.324,1.10876,1.31596,0.929,1,0.46581,0.54315,0.3593,1.91411,3.44939,1.00528,0.000538161,0.000538161,0.000538161
72,433.291,1.2455,1.29174,0.94349,1,0.39471,0.58145,0.37128,1.84,3.31224,1.00746,0.000539153,0.000539153,0.000539153
73,439.757,1.18827,1.20893,0.90848,1,0.39471,0.58145,0.37128,1.84,3.31224,1.00746,0.000539956,0.000539956,0.000539956
74,446.631,1.30045,1.31444,0.98455,1,0.39471,0.58145,0.37128,1.84,3.31224,1.00746,0.000540571,0.000540571,0.000540571
75,453.517,1.21384,1.30568,0.94495,1,0.42458,0.65704,0.39946,1.74425,3.20789,0.99507,0.000540997,0.000540997,0.000540997
76,460.346,1.13676,1.17118,0.92401,1,0.42458,0.65704,0.39946,1.74425,3.20789,0.99507,0.000541234,0.000541234,0.000541234
77,466.203,1.27214,1.25421,0.95773,1,0.42458,0.65704,0.39946,1.74425,3.20789,0.99507,0.000541282,0.000541282,0.000541282
78,472.763,1.15744,1.27468,0.9374,0.92751,0.25,0.61614,0.373,1.69169,3.10437,0.99899,0.000541142,0.000541142,0.000541142
79,479.099,1.25984,1.27118,0.96704,0.92751,0.25,0.61614,0.373,1.69169,3.10437,0.99899,0.000540814,0.000540814,0.000540814
80,485.449,1.18871,1.20708,0.93187,0.92751,0.25,0.61614,0.373,1.69169,3.10437,0.99899,0.000540296,0.000540296,0.000540296
81,490.925,1.26757,1.16971,0.9153,1,0.45738,0.76716,0.42832,1.72191,2.99401,1.00872,0.00053959,0.00053959,0.00053959
82,496.907,1.02931,1.15723,0.90476,1,0.45738,0.76716,0.42832,1.72191,2.99401,1.00872,0.000538696,0.000538696,0.000538696
83,502.426,0.92763,1.23735,0.91545,1,0.45738,0.76716,0.42832,1.72191,2.99401,1.00872,0.000537613,0.000537613,0.000537613
84,508.473,1.17234,1.2945,0.90461,1,0.46478,0.77877,0.48854,1.7885,2.92268,1.01097,0.000536341,0.000536341,0.000536341
85,514.573,1.12475,1.12872,0.93137,1,0.46478,0.77877,0.48854,1.7885,2.92268,1.01097,0.00053488,0.00053488,0.00053488
86,520.916,1.24926,1.18676,0.94286,1,0.46478,0.77877,0.48854,1.7885,2.92268,1.01097,0.000533231,0.000533231,0.000533231
87,526.487,1.04485,1.2808,0.82731,1,0.46478,0.77877,0.48854,1.7885,2.92268,1.01097,0.000531394,0.000531394,0.000531394
88,532.039,1.17422,1.1971,0.92476,1,0.46795,0.87763,0.50429,1.82078,2.85535,1.00572,0.000529367,0.000529367,0.000529367
89,537.11,1.07144,1.08379,0.89569,1,0.46795,0.87763,0.50429,1.82078,2.85535,1.00572,0.000527152,0.000527152,0.000527152
90,542.357,1.41082,1.22912,1.04466,1,0.46795,0.87763,0.50429,1.82078,2.85535,1.00572,0.000524749,0.000524749,0.000524749
91,547.697,1.09613,1.13626,0.90298,1,0.46795,0.87763,0.50429,1.82078,2.85535,1.00572,0.000522157,0.000522157,0.000522157
92,553.204,1.17557,1.13861,0.89655,1,0.47092,0.92963,0.53536,1.77231,2.74664,1.00281,0.000519376,0.000519376,0.000519376
93,558.292,1.12801,1.09556,0.90149,1,0.47092,0.92963,0.53536,1.77231,2.74664,1.00281,0.000516406,0.000516406,0.000516406
94,563.145,1.2141,1.24376,0.93753,1,0.47092,0.92963,0.53536,1.77231,2.74664,1.00281,0.000513248,0.000513248,0.000513248
95,568.903,1.07545,1.20974,0.92836,1,0.47092,0.92963,0.53536,1.77231,2.74664,1.00281,0.000509901,0.000509901,0.000509901
96,574.047,1.16099,1.35979,0.96575,0.61067,0.48801,0.86387,0.52561,1.76404,2.54889,1.02567,0.000506366,0.000506366,0.000506366
97,579.572,1.15606,1.17017,0.93218,0.61067,0.48801,0.86387,0.52561,1.76404,2.54889,1.02567,0.000502642,0.000502642,0.000502642
98,586.319,1.16822,1.26649,0.8972,0.61067,0.48801,0.86387,0.52561,1.76404,2.54889,1.02567,0.00049873,0.00049873,0.00049873
99,592.372,1.19441,1.11773,0.94158,0.61067,0.48801,0.86387,0.52561,1.76404,2.54889,1.02567,0.000494628,0.000494628,0.000494628
100,598.055,1.18123,1.13531,0.90898,0.71485,0.50277,0.86952,0.53359,1.72751,2.43975,1.03025,0.000490338,0.000490338,0.000490338
101,603.483,0.96131,1.22698,0.89993,0.71485,0.50277,0.86952,0.53359,1.72751,2.43975,1.03025,0.00048586,0.00048586,0.00048586
102,609.187,1.17071,1.0978,0.90001,0.71485,0.50277,0.86952,0.53359,1.72751,2.43975,1.03025,0.000476429,0.000476429,0.000476429
103,615.29,1.2367,1.12688,0.88394,0.71485,0.50277,0.86952,0.53359,1.72751,2.43975,1.03025,0.000466997,0.000466997,0.000466997
104,620.924,1.14844,1.14723,0.93362,0.78946,0.52374,0.86254,0.56968,1.66706,2.40969,1.0348,0.000457566,0.000457566,0.000457566
105,626.695,1.21071,1.21574,0.95518,0.78946,0.52374,0.86254,0.56968,1.66706,2.40969,1.0348,0.000448134,0.000448134,0.000448134
106,631.872,1.07252,1.09618,0.91722,0.78946,0.52374,0.86254,0.56968,1.66706,2.40969,1.0348,0.000438703,0.000438703,0.000438703
107,637.669,0.99817,1.10646,0.89767,0.78946,0.52374,0.86254,0.56968,1.66706,2.40969,1.0348,0.000429272,0.000429272,0.000429272
108,643.525,1.03351,1.0903,0.83894,1,0.59335,0.95184,0.54712,1.67705,2.33197,1.02188,0.00041984,0.00041984,0.00041984
109,648.613,1.23274,1.20909,0.9262,1,0.59335,0.95184,0.54712,1.67705,2.33197,1.02188,0.000410409,0.000410409,0.000410409
110,653.791,1.04165,1.10611,0.90162,1,0.59335,0.95184,0.54712,1.67705,2.33197,1.02188,0.000400977,0.000400977,0.000400977
111,659.929,0.94306,1.0562,0.89512,1,0.59335,0.95184,0.54712,1.67705,2.33197,1.02188,0.000391546,0.000391546,0.000391546
112,665.709,1.04781,1.09295,0.89913,1,0.67359,0.95182,0.53748,1.70114,2.26209,1.01558,0.000382115,0.000382115,0.000382115
113,671.005,1.06736,1.11803,0.91739,1,0.67359,0.95182,0.53748,1.70114,2.26209,1.01558,0.000372683,0.000372683,0.000372683
114,675.837,1.11496,1.11544,0.91432,1,0.67359,0.95182,0.53748,1.70114,2.26209,1.01558,0.000363252,0.000363252,0.000363252
115,680.872,1.07271,1.09762,0.88341,1,0.67359,0.95182,0.53748,1.70114,2.26209,1.01558,0.00035382,0.00035382,0.00035382
116,686.233,0.96071,1.0066,0.87263,1,0.82463,0.95158,0.53684,1.71403,2.13708,1.01508,0.000344389,0.000344389,0.000344389
117,692.816,1.03015,1.059,0.9007,1,0.82463,0.95158,0.53684,1.71403,2.13708,1.01508,0.000334958,0.000334958,0.000334958
